# Mandarin character frequency data (auto-generated — do not edit)
# Sources: hanzicraft.com/lists/frequency + Wiktionary Mandarin top-1000
# Format: char TAB pseudo-frequency (= 100000 // rank)
# Regenerate: python build/fetch_mandarin_ranks.py
#
钧	40
竖	40
峻	39
豹	39
捞	39
菊	39
鄙	39
魄	39
兜	39
哄	39
颖	39
镑	39
屑	39
蚁	39
壶	39
怡	39
渗	39
秃	39
迦	39
旱	39
哟	39
咸	39
焉	39
谴	39
宛	39
稻	39
铸	39
锻	39
伽	39
詹	39
毙	39
恍	39
贬	39
烛	39
骇	39
芯	39
汁	39
桓	39
坊	39
驴	39
朽	39
靖	39
佣	39
汝	39
碌	39
迄	39
冀	39
荆	39
崔	39
雁	39
绅	39
珊	39
榜	39
诵	39
傍	39
彦	39
醇	39
笛	39
禽	39
勿	39
娟	39
瞄	39
幢	39
寇	39
睹	39
贿	39
踩	38
霆	38
呜	38
拱	38
妃	38
蔑	38
谕	38
缚	38
诡	38
篷	38
淹	38
腕	38
煮	38
倩	38
卒	38
勘	38
馨	38
逗	38
甸	38
贱	38
炒	38
灿	38
敞	38
蜡	38
囚	38
栗	38
辜	38
垫	38
妒	38
魁	38
谣	38
寞	38
蜀	38
甩	38
涯	38
枕	38
丐	38
泳	38
奎	38
泌	38
逾	38
叮	38
黛	38
燥	38
掷	38
枢	38
憎	38
鲸	38
弘	38
倚	38
侮	38
藩	38
拂	38
鹤	38
蚀	38
浆	38
芙	38
垃	38
烤	38
晒	38
霜	38
剿	38
蕴	38
圾	38
绸	38
屿	38
氢	38
驼	37
妆	37
捆	37
铅	37
逛	37
淑	37
榴	37
丙	37
痒	37
钞	37
蹄	37
犬	37
躬	37
昼	37
藻	37
蛛	37
褐	37
颊	37
奠	37
募	37
耽	37
蹈	37
陋	37
侣	37
魅	37
岚	37
侄	37
虐	37
堕	37
陛	37
莹	37
荫	37
狡	37
阀	37
绞	37
膏	37
垮	37
茎	37
缅	37
喇	37
绒	37
搅	37
凳	37
梭	37
丫	37
姬	37
诏	37
钮	37
棺	37
耿	37
缔	37
懈	37
嫉	37
灶	37
匀	37
嗣	37
鸽	37
澡	37
凿	37
纬	37
沸	37
畴	37
刃	37
遏	37
烁	37
嗅	37
叭	37
熬	37
瞥	37
骸	37
奢	37
拙	36
栋	36
毯	36
桐	36
砂	36
莽	36
泻	36
坪	36
梳	36
杉	36
晤	36
稚	36
蔬	36
蝇	36
捣	36
顷	36
麽	36
尴	36
镖	36
诧	36
尬	36
硫	36
嚼	36
羡	36
沦	36
沪	36
旷	36
彬	36
芽	36
狸	36
冥	36
碳	36
咧	36
惕	36
暑	36
咯	36
萝	36
汹	36
腥	36
窥	36
俺	36
潭	36
崎	36
麟	36
捡	36
拯	36
厥	36
澄	36
萎	36
哉	36
涡	36
滔	36
暇	36
溯	36
鳞	36
酿	36
茵	36
愕	36
瞅	36
暮	36
衙	36
诫	36
斧	36
兮	36
焕	36
棕	36
佑	36
嘶	36
妓	36
喧	36
蓉	36
删	36
樱	36
伺	36
嗡	36
娥	35
梢	35
坝	35
蚕	35
敷	35
澜	35
杏	35
绥	35
冶	35
庇	35
挠	35
搂	35
倏	35
聂	35
婉	35
噪	35
稼	35
鳍	35
菱	35
盏	35
匿	35
吱	35
寝	35
揽	35
髓	35
秉	35
哺	35
矢	35
啪	35
帜	35
邵	35
嗽	35
挟	35
缸	35
揉	35
腻	35
驯	35
缆	35
晌	35
瘫	35
贮	35
觅	35
朦	35
僻	35
